artwork_token,artwork_source_type,artwork_type,entity_pid,entity_type
https://is4-ssl.mzstatic.com/image/thumb/Music/v4/90/da/e6/90dae601-912e-db42-923a-a832107c901d/05099969422553.jpg/640x640bb.jpg,600,1,6834521314832366794,0
https://is4-ssl.mzstatic.com/image/thumb/Music/v4/90/da/e6/90dae601-912e-db42-923a-a832107c901d/05099969422553.jpg/640x640bb.jpg,600,1,6834521314832366795,0
https://is4-ssl.mzstatic.com/image/thumb/Music/v4/90/da/e6/90dae601-912e-db42-923a-a832107c901d/05099969422553.jpg/640x640bb.jpg,600,1,6834521314832366796,0
https://is4-ssl.mzstatic.com/image/thumb/Music/v4/90/da/e6/90dae601-912e-db42-923a-a832107c901d/05099969422553.jpg/640x640bb.jpg,600,1,6834521314832366797,0
https://is4-ssl.mzstatic.com/image/thumb/Music/v4/90/da/e6/90dae601-912e-db42-923a-a832107c901d/05099969422553.jpg/640x640bb.jpg,600,1,6834521314832366798,0
https://is4-ssl.mzstatic.com/image/thumb/Music/v4/90/da/e6/90dae601-912e-db42-923a-a832107c901d/05099969422553.jpg/640x640bb.jpg,600,1,6834521314832366799,0
https://is4-ssl.mzstatic.com/image/thumb/Music/v4/90/da/e6/90dae601-912e-db42-923a-a832107c901d/05099969422553.jpg/640x640bb.jpg,600,1,6834521314832366800,0
https://is4-ssl.mzstatic.com/image/thumb/Music/v4/90/da/e6/90dae601-912e-db42-923a-a832107c901d/05099969422553.jpg/640x640bb.jpg,600,1,6834521314832366801,0
https://is4-ssl.mzstatic.com/image/thumb/Music/v4/90/da/e6/90dae601-912e-db42-923a-a832107c901d/05099969422553.jpg/640x640bb.jpg,600,1,6834521314832366802,0
https://is4-ssl.mzstatic.com/image/thumb/Music/v4/90/da/e6/90dae601-912e-db42-923a-a832107c901d/05099969422553.jpg/640x640bb.jpg,600,1,6834521314832366803,0
https://is4-ssl.mzstatic.com/image/thumb/Music/v4/90/da/e6/90dae601-912e-db42-923a-a832107c901d/05099969422553.jpg/640x640bb.jpg,600,1,6834521314832366804,0
https://is4-ssl.mzstatic.com/image/thumb/Music/v4/90/da/e6/90dae601-912e-db42-923a-a832107c901d/05099969422553.jpg/640x640bb.jpg,600,1,6834521314832366805,0
https://is4-ssl.mzstatic.com/image/thumb/Music/v4/90/da/e6/90dae601-912e-db42-923a-a832107c901d/05099969422553.jpg/640x640bb.jpg,600,1,6834521314832366806,0
https://is4-ssl.mzstatic.com/image/thumb/Music/v4/90/da/e6/90dae601-912e-db42-923a-a832107c901d/05099969422553.jpg/640x640bb.jpg,600,1,6834521314832366807,0
https://is4-ssl.mzstatic.com/image/thumb/Music/v4/90/da/e6/90dae601-912e-db42-923a-a832107c901d/05099969422553.jpg/640x640bb.jpg,600,1,6834521314832366808,0
https://is4-ssl.mzstatic.com/image/thumb/Music/v4/90/da/e6/90dae601-912e-db42-923a-a832107c901d/05099969422553.jpg/640x640bb.jpg,600,1,6834521314832366809,0
https://is4-ssl.mzstatic.com/image/thumb/Music/v4/90/da/e6/90dae601-912e-db42-923a-a832107c901d/05099969422553.jpg/640x640bb.jpg,600,1,6834521314832366810,0
https://is4-ssl.mzstatic.com/image/thumb/Music/v4/90/da/e6/90dae601-912e-db42-923a-a832107c901d/05099969422553.jpg/640x640bb.jpg,600,1,6834521314832366811,0
https://is4-ssl.mzstatic.com/image/thumb/Music/v4/90/da/e6/90dae601-912e-db42-923a-a832107c901d/05099969422553.jpg/640x640bb.jpg,600,1,6834521314832366812,0
https://is4-ssl.mzstatic.com/image/thumb/Music/v4/90/da/e6/90dae601-912e-db42-923a-a832107c901d/05099969422553.jpg/640x640bb.jpg,600,1,6834521314832366813,0
https://is4-ssl.mzstatic.com/image/thumb/Music/v4/90/da/e6/90dae601-912e-db42-923a-a832107c901d/05099969422553.jpg/640x640bb.jpg,600,1,6834521314832366814,0
https://is4-ssl.mzstatic.com/image/thumb/Music/v4/90/da/e6/90dae601-912e-db42-923a-a832107c901d/05099969422553.jpg/640x640bb.jpg,600,1,6834521314832366815,0
https://is4-ssl.mzstatic.com/image/thumb/Music/v4/90/da/e6/90dae601-912e-db42-923a-a832107c901d/05099969422553.jpg/640x640bb.jpg,600,1,6834521314832366816,0
https://is4-ssl.mzstatic.com/image/thumb/Music/v4/90/da/e6/90dae601-912e-db42-923a-a832107c901d/05099969422553.jpg/640x640bb.jpg,600,1,6834521314832366817,0
https://is4-ssl.mzstatic.com/image/thumb/Music/v4/90/da/e6/90dae601-912e-db42-923a-a832107c901d/05099969422553.jpg/640x640bb.jpg,600,1,6834521314832366818,0
https://is4-ssl.mzstatic.com/image/thumb/Music/v4/90/da/e6/90dae601-912e-db42-923a-a832107c901d/05099969422553.jpg/640x640bb.jpg,600,1,6834521314832366819,0
https://is4-ssl.mzstatic.com/image/thumb/Music/v4/90/da/e6/90dae601-912e-db42-923a-a832107c901d/05099969422553.jpg/640x640bb.jpg,600,1,6834521314832366820,0
https://is4-ssl.mzstatic.com/image/thumb/Music/v4/90/da/e6/90dae601-912e-db42-923a-a832107c901d/05099969422553.jpg/640x640bb.jpg,600,1,6834521314832366821,0
https://is4-ssl.mzstatic.com/image/thumb/Music/v4/90/da/e6/90dae601-912e-db42-923a-a832107c901d/05099969422553.jpg/640x640bb.jpg,600,1,6834521314832366822,0
https://is4-ssl.mzstatic.com/image/thumb/Music/v4/90/da/e6/90dae601-912e-db42-923a-a832107c901d/05099969422553.jpg/640x640bb.jpg,600,1,6834521314832366823,0
https://is4-ssl.mzstatic.com/image/thumb/Music/v4/90/da/e6/90dae601-912e-db42-923a-a832107c901d/05099969422553.jpg/640x640bb.jpg,600,1,6834521314832366824,0
https://is4-ssl.mzstatic.com/image/thumb/Music/v4/90/da/e6/90dae601-912e-db42-923a-a832107c901d/05099969422553.jpg/640x640bb.jpg,600,1,6834521314832366825,0
https://is4-ssl.mzstatic.com/image/thumb/Music/v4/90/da/e6/90dae601-912e-db42-923a-a832107c901d/05099969422553.jpg/640x640bb.jpg,600,1,6834521314832366826,0
https://is4-ssl.mzstatic.com/image/thumb/Music/v4/90/da/e6/90dae601-912e-db42-923a-a832107c901d/05099969422553.jpg/640x640bb.jpg,600,1,6834521314832366827,0
https://is4-ssl.mzstatic.com/image/thumb/Music/v4/90/da/e6/90dae601-912e-db42-923a-a832107c901d/05099969422553.jpg/640x640bb.jpg,600,1,6834521314832366828,0
https://is4-ssl.mzstatic.com/image/thumb/Music/v4/90/da/e6/90dae601-912e-db42-923a-a832107c901d/05099969422553.jpg/640x640bb.jpg,600,1,6834521314832366829,0
1179376133,500,1,8103097208985786449,0
994362496,500,1,4195528865379591282,0
Music/v4/90/da/e6/90dae601-912e-db42-923a-a832107c901d/05099969422553.jpg,200,1,6834521314832366802,0
Music/v4/90/da/e6/90dae601-912e-db42-923a-a832107c901d/05099969422553.jpg,200,1,6834521314832366819,0
Music/v4/90/da/e6/90dae601-912e-db42-923a-a832107c901d/05099969422553.jpg,200,1,6834521314832366829,0
Music/v4/90/da/e6/90dae601-912e-db42-923a-a832107c901d/05099969422553.jpg,200,1,6834521314832366808,0
Music/v4/90/da/e6/90dae601-912e-db42-923a-a832107c901d/05099969422553.jpg,200,1,6834521314832366811,0
Music/v4/90/da/e6/90dae601-912e-db42-923a-a832107c901d/05099969422553.jpg,200,1,6834521314832366820,0
Music/v4/90/da/e6/90dae601-912e-db42-923a-a832107c901d/05099969422553.jpg,200,1,6834521314832366813,0
Music/v4/90/da/e6/90dae601-912e-db42-923a-a832107c901d/05099969422553.jpg,200,1,6834521314832366817,0
Music/v4/90/da/e6/90dae601-912e-db42-923a-a832107c901d/05099969422553.jpg,200,1,6834521314832366796,0
Music/v4/90/da/e6/90dae601-912e-db42-923a-a832107c901d/05099969422553.jpg,200,1,6834521314832366816,0
Music/v4/90/da/e6/90dae601-912e-db42-923a-a832107c901d/05099969422553.jpg,200,1,6834521314832366828,0
Music/v4/90/da/e6/90dae601-912e-db42-923a-a832107c901d/05099969422553.jpg,200,1,6834521314832366797,0
Music/v4/90/da/e6/90dae601-912e-db42-923a-a832107c901d/05099969422553.jpg,200,1,6834521314832366799,0
Music/v4/90/da/e6/90dae601-912e-db42-923a-a832107c901d/05099969422553.jpg,200,1,6834521314832366804,0
Music/v4/90/da/e6/90dae601-912e-db42-923a-a832107c901d/05099969422553.jpg,200,1,6834521314832366818,0
Music/v4/90/da/e6/90dae601-912e-db42-923a-a832107c901d/05099969422553.jpg,200,1,6834521314832366798,0
Music/v4/90/da/e6/90dae601-912e-db42-923a-a832107c901d/05099969422553.jpg,200,1,6834521314832366815,0
Music/v4/90/da/e6/90dae601-912e-db42-923a-a832107c901d/05099969422553.jpg,200,1,6834521314832366803,0
Music/v4/90/da/e6/90dae601-912e-db42-923a-a832107c901d/05099969422553.jpg,200,1,6834521314832366812,0
Music/v4/90/da/e6/90dae601-912e-db42-923a-a832107c901d/05099969422553.jpg,200,1,6834521314832366825,0
Music/v4/90/da/e6/90dae601-912e-db42-923a-a832107c901d/05099969422553.jpg,200,1,6834521314832366805,0
Music/v4/90/da/e6/90dae601-912e-db42-923a-a832107c901d/05099969422553.jpg,200,1,6834521314832366800,0
Music/v4/90/da/e6/90dae601-912e-db42-923a-a832107c901d/05099969422553.jpg,200,1,6834521314832366822,0
Music/v4/90/da/e6/90dae601-912e-db42-923a-a832107c901d/05099969422553.jpg,200,1,6834521314832366814,0
Music/v4/90/da/e6/90dae601-912e-db42-923a-a832107c901d/05099969422553.jpg,200,1,6834521314832366801,0
Music/v4/90/da/e6/90dae601-912e-db42-923a-a832107c901d/05099969422553.jpg,200,1,6834521314832366821,0
Music/v4/90/da/e6/90dae601-912e-db42-923a-a832107c901d/05099969422553.jpg,200,1,6834521314832366826,0
Music/v4/90/da/e6/90dae601-912e-db42-923a-a832107c901d/05099969422553.jpg,200,1,6834521314832366807,0
Music/v4/90/da/e6/90dae601-912e-db42-923a-a832107c901d/05099969422553.jpg,200,1,6834521314832366795,0
Music/v4/90/da/e6/90dae601-912e-db42-923a-a832107c901d/05099969422553.jpg,200,1,6834521314832366824,0
Music/v4/90/da/e6/90dae601-912e-db42-923a-a832107c901d/05099969422553.jpg,200,1,6834521314832366810,0
Music/v4/90/da/e6/90dae601-912e-db42-923a-a832107c901d/05099969422553.jpg,200,1,6834521314832366806,0
Music/v4/90/da/e6/90dae601-912e-db42-923a-a832107c901d/05099969422553.jpg,200,1,6834521314832366809,0
Music/v4/90/da/e6/90dae601-912e-db42-923a-a832107c901d/05099969422553.jpg,200,1,6834521314832366823,0
Music/v4/90/da/e6/90dae601-912e-db42-923a-a832107c901d/05099969422553.jpg,200,1,6834521314832366794,0
994362496,500,1,9111574466154398660,0
503494956,500,1,3431630958729038012,0
1085119221,500,1,2782872375250988681,0
994362496,500,1,5095894701845146737,0
503494956,500,1,6547747727934431728,0
https://is4-ssl.mzstatic.com/image/thumb/Music5/v4/33/a5/cc/33a5cc25-ff5d-da3a-681a-0b40753e7c5f/source/600x600bb.jpg,600,1,8877232900939931015,0
https://is4-ssl.mzstatic.com/image/thumb/Music/v4/d8/c8/ef/d8c8ef8a-a0ea-a590-5e2c-dd9e9512f97c/source/600x600bb.jpg,600,1,8877232900939930978,0
1085119221,500,1,4077364913164973727,0
1222114325,500,1,9037246110081599949,0
994362496,500,1,5754762387447453681,0
503494956,500,1,2769733731893192032,0
1222114325,500,1,2835056156909507428,0
1222114325,500,1,5653295474666422846,0
https://is4-ssl.mzstatic.com/image/thumb/Features128/v4/9e/92/a5/9e92a55c-f1b5-bb16-7afa-0bd0488f1edf/mzl.xrvyvwjw.png/640x640bb.jpg,500,4,4125828301572920729,2
https://is4-ssl.mzstatic.com/image/thumb/Features128/v4/9e/92/a5/9e92a55c-f1b5-bb16-7afa-0bd0488f1edf/mzl.xrvyvwjw.png/640x640bb.jpg,500,4,5424320759404989970,7
https://is2-ssl.mzstatic.com/image/thumb/Music128/v4/e0/89/83/e089838c-4c72-903e-cc73-9810078a5af0/cover.jpg/640x640ac.jpg,500,4,-2932480812751549228,2
https://is2-ssl.mzstatic.com/image/thumb/Music128/v4/e0/89/83/e089838c-4c72-903e-cc73-9810078a5af0/cover.jpg/640x640ac.jpg,500,4,4918499635156609013,7
https://is2-ssl.mzstatic.com/image/thumb/Features128/v4/fc/2e/1a/fc2e1aaf-b823-e1a0-3b36-a1ea7965f322/mza_5100673092223809223.png/640x640bb.jpg,500,4,-5310829185369204248,2
https://is2-ssl.mzstatic.com/image/thumb/Features128/v4/fc/2e/1a/fc2e1aaf-b823-e1a0-3b36-a1ea7965f322/mza_5100673092223809223.png/640x640bb.jpg,500,4,5422827528824752130,7
https://is4-ssl.mzstatic.com/image/thumb/Features2/v4/b4/38/6a/b4386a40-95a8-d664-48d1-ac61be294c0c/mzl.ypznensc.jpg/640x640bb.jpg,500,4,4919407284403282585,2
https://is4-ssl.mzstatic.com/image/thumb/Features2/v4/b4/38/6a/b4386a40-95a8-d664-48d1-ac61be294c0c/mzl.ypznensc.jpg/640x640bb.jpg,500,4,-7545400873080997889,7
https://is3-ssl.mzstatic.com/image/thumb/Features115/v4/13/d6/ae/13d6ae83-9f67-10a9-f55b-8c4a5c9c9a48/mza_6673699982856534913.png/640x640bb.jpg,500,4,6360423848601748071,2
https://is3-ssl.mzstatic.com/image/thumb/Features115/v4/13/d6/ae/13d6ae83-9f67-10a9-f55b-8c4a5c9c9a48/mza_6673699982856534913.png/640x640bb.jpg,500,4,2542798634269488161,7
https://is4-ssl.mzstatic.com/image/thumb/Features124/v4/18/28/bb/1828bbbf-60d2-bb06-8cf3-e2540f518350/mzl.njvrbchf.jpg/640x640bb.jpg,500,4,8737686907004165052,2
https://is4-ssl.mzstatic.com/image/thumb/Features124/v4/18/28/bb/1828bbbf-60d2-bb06-8cf3-e2540f518350/mzl.njvrbchf.jpg/640x640bb.jpg,500,4,-1133429523376404452,7
https://is3-ssl.mzstatic.com/image/thumb/Features1/v4/1c/d7/b4/1cd7b4dd-914f-7071-6a20-d9cc05b28e74/mzl.uvjtthad.jpg/640x640bb.jpg,500,4,4991573655022523261,2
https://is3-ssl.mzstatic.com/image/thumb/Features1/v4/1c/d7/b4/1cd7b4dd-914f-7071-6a20-d9cc05b28e74/mzl.uvjtthad.jpg/640x640bb.jpg,500,4,-9203764736849277708,7
https://is4-ssl.mzstatic.com/image/thumb/Features/v4/16/d3/3a/16d33a12-71fd-24d5-700e-443773120c7d/mzl.vclntwoh.jpg/640x640bb.jpg,500,4,-7691808369855467587,2
https://is4-ssl.mzstatic.com/image/thumb/Features/v4/16/d3/3a/16d33a12-71fd-24d5-700e-443773120c7d/mzl.vclntwoh.jpg/640x640bb.jpg,500,4,-5527360364188314431,7
https://is1-ssl.mzstatic.com/image/thumb/Features62/v4/b6/d4/11/b6d411bc-e771-41b2-f44b-49b5896054af/mzl.zepemssx.jpg/640x640bb.jpg,500,4,-5456574838490593451,2
https://is1-ssl.mzstatic.com/image/thumb/Features62/v4/b6/d4/11/b6d411bc-e771-41b2-f44b-49b5896054af/mzl.zepemssx.jpg/640x640bb.jpg,500,4,8017463146987692274,7
https://is3-ssl.mzstatic.com/image/thumb/Music113/v4/1e/8c/96/1e8c9695-e8bb-a70b-e84e-08d3e0fc0f2c/pr_source.png/641x641bb.jpg,500,4,-6895901243346599395,2
https://is3-ssl.mzstatic.com/image/thumb/Music113/v4/1e/8c/96/1e8c9695-e8bb-a70b-e84e-08d3e0fc0f2c/pr_source.png/641x641bb.jpg,500,4,-987342983042166022,7
https://is2-ssl.mzstatic.com/image/thumb/Music113/v4/25/cb/c6/25cbc6db-c6c6-f707-13d4-c36b4867e668/pr_source.png/640x640bb.jpg,500,4,-6031653253235806004,2
https://is2-ssl.mzstatic.com/image/thumb/Music113/v4/25/cb/c6/25cbc6db-c6c6-f707-13d4-c36b4867e668/pr_source.png/640x640bb.jpg,500,4,-4085500989884179234,7
https://is2-ssl.mzstatic.com/image/thumb/Features128/v4/f9/60/bb/f960bb45-77bf-11e1-c5d3-e59682520e3a/mza_2177423061512862513.png/640x640bb.jpg,500,4,8451374234440292737,2
https://is2-ssl.mzstatic.com/image/thumb/Features128/v4/f9/60/bb/f960bb45-77bf-11e1-c5d3-e59682520e3a/mza_2177423061512862513.png/640x640bb.jpg,500,4,5423989912973924816,7
https://is5-ssl.mzstatic.com/image/thumb/Features6/v4/28/49/2a/28492adb-0fad-1e73-1291-74e135d288ad/mzl.mdbitjdo.jpg/640x640bb.jpg,500,4,-2211988359880043288,2
https://is5-ssl.mzstatic.com/image/thumb/Features6/v4/28/49/2a/28492adb-0fad-1e73-1291-74e135d288ad/mzl.mdbitjdo.jpg/640x640bb.jpg,500,4,-124143304545748601,7
https://is5-ssl.mzstatic.com/image/thumb/Music114/v4/56/e3/71/56e37194-ccb8-aa0b-a47d-c0ee4b82d1a3/pr_source.png/640x640bb.jpg,500,4,-5310564315995264780,2
https://is5-ssl.mzstatic.com/image/thumb/Music114/v4/56/e3/71/56e37194-ccb8-aa0b-a47d-c0ee4b82d1a3/pr_source.png/640x640bb.jpg,500,4,2615943499875563201,7
https://is1-ssl.mzstatic.com/image/thumb/Music113/v4/6c/1d/ea/6c1deac3-5b87-7af5-c11f-b720781f06b3/pr_source.png/640x640bb.jpg,500,4,-3942214056266055487,2
https://is1-ssl.mzstatic.com/image/thumb/Music113/v4/6c/1d/ea/6c1deac3-5b87-7af5-c11f-b720781f06b3/pr_source.png/640x640bb.jpg,500,4,-2645813319354191171,7
https://is5-ssl.mzstatic.com/image/thumb/Features113/v4/cc/7a/2e/cc7a2ef1-26de-8d5a-5333-e143e8c7aaa8/mza_3081131611054317653.png/640x640bb.jpg,500,4,-2503761684223360596,2
https://is5-ssl.mzstatic.com/image/thumb/Features113/v4/cc/7a/2e/cc7a2ef1-26de-8d5a-5333-e143e8c7aaa8/mza_3081131611054317653.png/640x640bb.jpg,500,4,1891784062756436355,7
https://is3-ssl.mzstatic.com/image/thumb/Features123/v4/a1/b1/03/a1b1032a-bade-181d-cfb1-27bf736e5a11/mza_2716897822798405257.png/640x640bb.jpg,500,4,-3148544830208502386,2
https://is3-ssl.mzstatic.com/image/thumb/Features123/v4/a1/b1/03/a1b1032a-bade-181d-cfb1-27bf736e5a11/mza_2716897822798405257.png/640x640bb.jpg,500,4,307311092980372619,7
https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/ab/8d/8c/ab8d8caf-33a9-2afe-5ff0-cdedf8b221f0/pr_source.png/640x640bb.jpg,500,4,-7186630511435468995,2
https://is1-ssl.mzstatic.com/image/thumb/Music118/v4/ab/8d/8c/ab8d8caf-33a9-2afe-5ff0-cdedf8b221f0/pr_source.png/640x640bb.jpg,500,4,-916970085983248275,7
https://is4-ssl.mzstatic.com/image/thumb/Features6/v4/e5/00/87/e50087fd-50db-7104-7c34-b4f6712c8262/mzl.kklciimg.jpg/640x640bb.jpg,500,4,-3220815832066871697,2
https://is4-ssl.mzstatic.com/image/thumb/Features6/v4/e5/00/87/e50087fd-50db-7104-7c34-b4f6712c8262/mzl.kklciimg.jpg/640x640bb.jpg,500,4,8740387076789729682,7
https://is5-ssl.mzstatic.com/image/thumb/Music128/v4/51/5a/d1/515ad1d7-cbb8-794c-c4ec-12090b0595df/00606949216221.rgb.jpg/640x649ac.jpg,500,4,-700216785949014552,2
https://is5-ssl.mzstatic.com/image/thumb/Music128/v4/51/5a/d1/515ad1d7-cbb8-794c-c4ec-12090b0595df/00606949216221.rgb.jpg/640x649ac.jpg,500,4,-2286790395614695585,7
https://is2-ssl.mzstatic.com/image/thumb/Features/v4/57/78/3d/57783dde-271f-f769-b652-b56342c6ec4a/mzl.qdbvgloy.jpg/640x640bb.jpg,500,4,3766065970867904672,2
