entry_ID,isDataOnFS,receiver_data
1,0,"b'{""device_data_version_info"":""ABFEt1WSov4mPTuG6vjc1YlTDPjI0x9seLzl3f4esoFZ9RO6YquAgd-Gem8SlRfbCyFd3rnPj5c_1KjC7h6MeN5tbD0DXu2lVnDIAnJTlOKvgnH7SeUrixL9eDimR77OvthkDT4OXKEPzDp9Rvx1I0PPT3_1PFMasPxB7jCfDpAAqC2_bV1BIZcfr3N0cpN7kIYW2i8dF7qp"",""stats_ok"":true,""security_token"":418946937312180283,""time_msec"":1586806236584,""android_id"":5762746404605711782,""intent"":[{""action"":""com.google.android.gms.checkin.NOOP""}]}'"
2,1,5D0E57B3-CD1A-49F4-9389-FE49EF68FE7A
3,1,40BE19B3-FD44-4702-ADE1-DF47E0054DEC
4,0,b'token=euh1opdFjG4:APA91bEy4JSwvo1Jkyzs-Sf8so_uh7fTA69Bdh636UmNqD3dH9PKsmERpKKq5o7RqTFOMCaj6PvS7DMvuOF06IF9YTmSQDVCQlXfIC0X1Ghqo3Thx7I7OcIHkf493szM_nRbfxoKLm0I'
5,1,E15C67A5-0FE2-4B7F-BAA3-06D2AF25FC96
6,1,104F81A1-FE25-4DBE-875B-63956F658FBA
7,0,"b'{""request_id"":""5deb038218b8402588e410ae0a378522"",""status"":""OK"",""data"":{""streams"":[{""id"":""795d7ccf691f4698b93dc761c4d6bc97"",""type"":""topics"",""reset"":{""ttp"":300,""recs"":[[""to"",""na"",""toc"",""cov"",""sc"",""is_subscribed"",""subtitle_format""],[""JR0"",""Be Well"",""d"",""https://cdn.emogi.com/cxp/1O0/1O0B9-thumb.gif"",0.9993,false,""""],[""6JG"",""Holidays"",""d"",""https://cdn.emogi.com/cxp/0VW/0VW5R-thumb.gif"",0.9986,false,""""],[""17M"",""Generosity"",""d"",""https://cdn.emogi.com/cxp/ATJ/ATJL1-thumb.gif"",0.9979,false,""""],[""79W"",""Activities"",""d"",""https://cdn.emogi.com/cxp/5R6/5R6HP-thumb.gif"",0.9972,false,""""],[""IIF"",""Animals"",""d"",""https://cdn.emogi.com/cxp/DKS/DKS3L-thumb.gif"",0.9965,false,""""],[""UA2"",""Celebration"",""d"",""https://cdn.emogi.com/cxp/2G0/2G0XE-thumb.gif"",0.9958,false,""""],[""DIN"",""Currency"",""d"",""https://cdn.emogi.com/cxp/7HM/7HMV1-thumb.gif"",0.9951,false,""""],[""96I"",""Drinks"",""d"",""https://cdn.emogi.com/cxp/CHU/CHUKK-thumb.gif"",0.9944,false,""""],[""FY4"",""Food"",""d"",""https://cdn.emogi.com/cxp/53C/53CAC-thumb.gif"",0.9937,false,""""],[""M2Q"",""Shared Bills"",""d"",""https://cdn.emogi.com/cxp/LG3/LG3LU-thumb.gif"",0.993,false,""""],[""K3J"",""Sports"",""d"",""https://cdn.emogi.com/cxp/NCU/NCUTE-thumb.gif"",0.9923,false,""""],[""1NI"",""Travel"",""d"",""https://cdn.emogi.com/cxp/MCK/MCKRI-thumb.gif"",0.9916,false,""""]]}}]}}'"
8,1,0B36770B-1944-411F-9EA0-EFAB8D068639
9,0,"b'{ ""id"": ""NONE"" }\n'"
10,0,"b'{""request_id"":""cf2f2a43b63042e6b8ff8073f7c2d7c3"",""status"":""OK""}'"
