entry_ID,version,hash_value,storage_policy,request_key,time_stamp,partition
1,0,902169470,0,https://api2-prod-alb.secrethouse.party/config,2020-04-06 01:19:29,
2,0,1334213093,0,https://cdn-settings.segment.com/v1/projects/ZqZ4LzOnmwFhuPGD4GwXhJFV1hTbzRDp/settings,2020-04-06 01:19:29,
3,0,-579997936,0,https://api.taplytics.com/api/v1/clientConfig/dHo9RURUJmF2PTEuMzQuNiZkbj1UaGlzIElz4oCZcyBpUGhvbmUmZD1pUGhvbmU4LDQmY2E9Q2FycmllciZzcGM9MSZjb249VVMmc3c9MzIwJmFsZz1lbiZvcj0wJm9zdj0xMy4zLjEmdHpuPUFtZXJpY2EvTmV3X1lvcmsmdHpzPS0xNDQwMCZhaT1jb20uaGVyemljay5ob3VzZXBhcnR5Jm9zPWlPUyZiYWw9MC42NyZzaD01NjgmdD1hOTdhZjQxYTIyN2ZiNmE5ZGE3ZmFmZjUzYjJlMGY2YzU4MDI0Y2Y1Jm1hPUFwcGxlJmFiPTQ4MDkmcGxnPWVuLVVTJnJtPTMmbHY9MCZhdWE9eyJjdXN0b21EYXRhIjp7ImlvLmJyYW5jaC5zZGsudmVyc2lvbiI6IjAuMjUuMyJ9fSZhZD0wRDk5QUJFOS1CMUQwLTQxQzEtOEM0NS0yNjgxQTQ5OEFEOTcmbj1XaUZpJmJhcz0xJnNkaz0yLjE4LjQ=,2020-04-06 01:19:29,
4,0,-2119530022,0,https://mobile-service.segment.com/v1/attribution,2020-04-06 01:19:29,
5,0,862503770,0,https://events.appsflyer.com/api/v4.9/iosevent?app_id=1065781769&buildnumber=4.8.3,2020-04-06 01:19:29,
6,0,1384717108,0,https://t.appsflyer.com/api/v4.9/iosevent?app_id=1065781769&buildnumber=4.8.3,2020-04-06 01:19:29,
7,0,-5234224521234948911,0,https://sdk.appsflyer.com/install_data/v3/id1065781769?devkey=niLgMsW8BSCDTAnXkYw8YB&device_id=1586120857859-2208776,2020-04-06 01:19:31,
8,0,-2118542510,0,https://api.segment.io/v1/batch,2020-04-06 01:20:00,
9,0,-4374361271968874927,0,https://api2-prod-alb.secrethouse.party/users/availability/email?value=thisisdfir@gmail.com,2020-04-06 01:20:30,
10,0,9007414032298239979,0,https://api2-prod-alb.secrethouse.party/users/availability/username?value=thisisdfir,2020-04-06 01:20:48,
11,0,4036055527974939961,0,https://api2-prod-alb.secrethouse.party/users,2020-04-06 01:21:56,
12,0,-601140010,0,https://api2-prod-alb.secrethouse.party/me,2020-04-06 01:21:56,
13,0,-9006563329115371977,0,https://api.taplytics.com/api/v1/clientConfig/dHo9RURUJmF2PTEuMzQuNiZkbj1UaGlzIElz4oCZcyBpUGhvbmUmZD1pUGhvbmU4LDQmY2E9Q2FycmllciZzcGM9MSZjb249VVMmc3c9MzIwJmFsZz1lbiZvcj0xJm9zdj0xMy4zLjEmdHpuPUFtZXJpY2EvTmV3X1lvcmsmdHpzPS0xNDQwMCZhaT1jb20uaGVyemljay5ob3VzZXBhcnR5Jm9zPWlPUyZiYWw9MC42NyZzaD01NjgmdD1hOTdhZjQxYTIyN2ZiNmE5ZGE3ZmFmZjUzYjJlMGY2YzU4MDI0Y2Y1Jm1hPUFwcGxlJmFiPTQ4MDkmcGxnPWVuLVVTJnJtPTMmbHY9MCZhdWE9eyJ1c2VyX2lkIjoiNWU4YTg0MzRiZTgzMDEyODYzY2U3ZGZkIiwiZW1haWwiOiJ0aGlzaXNkZmlyQGdtYWlsLmNvbSIsIm5hbWUiOiJUaGlzSXNERklSIn0mYWQ9MEQ5OUFCRTktQjFEMC00MUMxLThDNDUtMjY4MUE0OThBRDk3Jm49V2lGaSZiYXM9MSZzZGs9Mi4xOC40,2020-04-06 01:21:59,
14,0,4909843162563747376,0,https://api2-prod-alb.secrethouse.party/me/client_preferences/since/0,2020-04-06 01:21:59,
15,0,3758993331414022848,0,https://d3pv65p9bauthb.cloudfront.net/64c863c3877afd3f766ac55df611973e.json,2020-04-06 01:21:59,
16,0,-5107603201566778174,0,https://d2vf2rp8xe6lu3.cloudfront.net/7a037e50cb971130974012739b780b5e.json,2020-04-06 01:21:59,
17,0,312160028956290057,0,https://d3jqd8acbw9bg2.cloudfront.net/5b6686aeec8fae2294aa4305dff2c210.json,2020-04-06 01:21:59,
18,0,-1747731576518789079,0,https://d24vkgyn8r6ica.cloudfront.net/9d7a65db508d27de560fbb0022b40cdd.json,2020-04-06 01:21:59,
19,0,1546052922,0,https://api2-prod-alb.secrethouse.party/me/contacts?activeUsersOnly=false,2020-04-06 01:22:59,
20,0,1548038870,0,https://api.taplytics.com/api/v1/pushToken,2020-04-06 01:23:06,
21,0,-2136028280,0,https://api2-prod-alb.secrethouse.party/me/client_preferences,2020-04-06 01:23:15,
22,0,4909843162563747409,0,https://api2-prod-alb.secrethouse.party/me/client_preferences/since/1,2020-04-07 01:13:16,
