entry_ID,isDataOnFS,receiver_data
1,0,"b'{\n\t""Result"":1\n}'"
2,0,"b'\x08\xa0\xf76\x1aM\n\x12\n\x0eANDROID_BACKUP\x10\x00\n\x11\n\rBATTERY_STATS\x10\x00\n\x0f\n\x0bSMART_SETUP\x10\x00\n\x08\n\x04TRON\x10\x00\x10\xa7\xe8\x80\x88\xb9\xba\xa8\xdc\xd1\x01""\x00'"
3,0,"b'{""device_data_version_info"":""ABFEt1UOtcEnYXqM5KnIGNhTekCVvPSxevs5ZIiruXukaDRlpYFl1Roj6AEKPS5MJg3rxjlitfrTNgDfoB3WLod3SgxSksjCz5mQzO_dk0i9u_BICVSIMWjgQ7VqFRB7ujJGzMBrPq4BTDiD1HjqnLv-95bg0RkW2uVacaRyraaIbnDwCNf3Pj93IWUNPWtC4639JUTBcEoNmw-j3nEJDohXjBCBrDFuhD3aBlVqOLrjOSO-eSTkc4y1G46NzJr77Ldr_73C0Uq02IAj5jUHKM1fvoV1_SVPXFSXIvLRk1logfYH5MSWoCphRngDuwWRXuXK2y7tLPYRfc6Nj6rvPSSfbq2-DRd5PX4elbUFASzsyQwzYoMwKl4"",""stats_ok"":true,""security_token"":5445817855933313190,""digest"":""fekiiTwNOMdOaxw+NLs6dg\\u003d\\u003d"",""time_msec"":1586908815623,""version_info"":""85u1V19mFz4aoLPgN7e-uDBDCy6yFxc"",""android_id"":5252945353393313668,""intent"":[{""action"":""com.google.android.gms.checkin.NOOP""}],""setting"":[{""name"":""android_id"",""value"":""5252945353393313668""},{""name"":""device_country"",""value"":""us""},{""name"":""device_registration_time"",""value"":""1586908800000""},{""name"":""ios_device"",""value"":""1""}]}'"
4,0,"b'""ok""'"
5,0,b'token=crNDgaenSQs:APA91bH6Vz352jgEu9tpEYwERv8FqpfgGfB62xM5yOanP0ys02lwkV19F6bKiaovZqLJhPzN1nSOC9SCvjKNhnq45n9_RAJshhMZH8jUxlxH3mWSO8-8hQkX7OGZJHt4NeBb4EpBN2lx'
6,0,"b'{""af_status"": ""Organic"", ""install_time"": ""2020-04-15 00:00:16.098"", ""af_message"": ""organic install""}'"
7,0,"b'""ok""'"
8,0,"b'""ok""'"
9,0,"b'""ok""'"
10,0,b'<html><head><title>Current IP Check</title></head><body>Current IP Address: 172.58.171.226</body></html>\r\n'
11,0,"b'""ok""'"
